,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,emi_per_month,price,zero_downpayment
554,TOYOTA YARIS,TOYOTA,VX CVT,2020,Automatic,"41,384",2nd,PetrolKA-42,"₹21,432/month","₹11,26,000","₹22,014/month"
555,Renault Duster,Renault,RXZ 85 PS DIESEL,2016,Manual,"79,298",1st,DieselKA-04,"₹16,598/month","₹8,72,000","₹17,048/month"
556,Maruti CELERIO,Maruti,VXI (O) AMT,2016,Automatic,"63,129",1st,PetrolKA-04,"₹8,739/month","₹4,47,000",Zero Down Payment
557,Maruti Wagon R 1.0,Maruti,VXI,2011,Manual,"37,782",1st,PetrolKA-05,"₹6,002/month","₹3,07,000",Zero Down Payment
558,Renault Kwid,Renault,RXT 1.0 AMT (O),2020,Automatic,"29,474",2nd,PetrolKA-04,"₹10,303/month","₹5,27,000",Zero Down Payment
559,Maruti Baleno,Maruti,LPHA PETROL 1.2,2019,Manual,"24,011",1st,PetrolKA-03,"₹15,665/month","₹8,23,000","₹16,090/month"
560,Mahindra Bolero,Mahindra,B6 (O),2022,Manual,"6,152",1st,DieselKA-05,"₹22,251/month","₹11,69,000","₹22,854/month"
561,Hyundai Tucson New,Hyundai,GLS 2WD AT PETROL,2019,Automatic,"1,00,049",1st,PetrolKA-03,"₹31,121/month","₹16,35,000","₹31,965/month"
562,Maruti S PRESSO,Maruti,VXI (O) AMT,2022,Automatic,"2,909",1st,PetrolKA-03,"₹11,378/month","₹5,82,000",Zero Down Payment
563,Hyundai Grand i10,Hyundai,STA (O) 1.2 KAPPA VTVT,2015,Manual,"92,466",1st,PetrolKA-01,"₹8,817/month","₹4,51,000",Zero Down Payment
564,Renault Duster,Renault,RXZ AMT 110 PS,2017,Automatic,"43,674",2nd,DieselKA-51,"₹17,302/month","₹9,09,000","₹17,771/month"
565,HYUNDAI I10,HYUNDAI,AGNA 1.1,2016,Manual,"42,444",1st,PetrolKA-51,"₹8,270/month","₹4,23,000",Zero Down Payment
566,Tata Tiago,Tata,XZA PLUS DUAL TONE PETROL,2020,Automatic,"9,063",1st,PetrolKA-03,"₹15,308/month","₹7,83,000",Zero Down Payment
567,HYUNDAI NEW I20,HYUNDAI,SPORTZ 1.5 MT,2021,Manual,"17,449",2nd,DieselKA-11,"₹18,398/month","₹9,66,600","₹18,897/month"
568,Maruti Baleno,Maruti,LPHA CVT PETROL 1.2,2018,Automatic,"75,764",2nd,PetrolKA-01,"₹13,685/month","₹7,00,000",Zero Down Payment
569,Maruti Alto K10,Maruti,VXI,2011,Manual,"80,177",2nd,PetrolKA-02,"₹4,672/month","₹2,39,000",Zero Down Payment
570,Maruti Dzire,Maruti,ZDI PLUS AMT,2018,Automatic,"51,621",1st,DieselKA-50,"₹16,712/month","₹8,78,000","₹17,165/month"
571,Maruti Celerio,Maruti,ZXI,2017,Manual,"25,691",1st,PetrolKA-13,"₹8,915/month","₹4,56,000",Zero Down Payment
572,Maruti Celerio,Maruti,VXI (O),2017,Manual,"33,221",1st,PetrolKA-50,"₹9,501/month","₹4,86,000",Zero Down Payment
573,Maruti S Cross,Maruti,ZETA 1.5,2021,Manual,"9,858",1st,PetrolKA-02,"₹20,271/month","₹10,65,000","₹20,821/month"
574,Ford Ecosport,Ford,1.5 TDCI TITANIUM PLUS,2017,Manual,"71,122",1st,DieselKA-04,"₹14,506/month","₹7,42,000",Zero Down Payment
575,Renault Duster,Renault,RXS 106 PS MT,2020,Manual,"66,478",1st,PetrolKA-04,"₹16,807/month","₹8,83,000","₹17,263/month"
576,Renault Kiger,Renault,RXZ 1.0 MT,2021,Manual,"12,233",1st,PetrolKA-04,"₹15,855/month","₹8,33,000","₹16,285/month"
577,Hyundai Grand i10,Hyundai,STA 1.2 KAPPA VTVT,2013,Manual,"54,439",1st,PetrolKA-04,"₹9,071/month","₹4,64,000",Zero Down Payment
578,HYUNDAI CRETA,HYUNDAI,SX PLUS 1.6 PETROL,2016,Manual,"48,147",1st,PetrolKA-01,"₹17,378/month","₹9,13,000","₹17,849/month"
579,Toyota Glanza,Toyota,G,2020,Manual,"39,274",2nd,PetrolKA-51,"₹14,193/month","₹7,26,000",Zero Down Payment
580,Mahindra MARAZZO,Mahindra,8 7 STR,2018,Manual,"63,509",1st,DieselKA-51,"₹20,652/month","₹10,85,000","₹21,212/month"
581,HYUNDAI EON,HYUNDAI,AGNA PLUS,2018,Manual,"86,198",2nd,PetrolKA-02,"₹6,725/month","₹3,44,000",Zero Down Payment
582,TATA TIAGO,TATA,XZ PETROL,2017,Manual,"31,650",1st,PetrolKA-01,"₹10,127/month","₹5,18,000",Zero Down Payment
583,Maruti Swift,Maruti,VXI,2013,Manual,"69,748",2nd,PetrolKA-09,"₹9,365/month","₹4,79,000",Zero Down Payment
584,Maruti Dzire,Maruti,VXI,2019,Manual,"25,905",1st,PetrolKA-05,"₹13,939/month","₹7,13,000",Zero Down Payment
585,Honda WR-V,Honda,1.2L I-VTEC VX MT,2017,Manual,"46,990",2nd,PetrolKA-53,"₹15,542/month","₹7,95,000",Zero Down Payment
586,Maruti Swift Dzire,Maruti,ZXI,2016,Manual,"71,423",1st,PetrolKA-53,"₹12,493/month","₹6,39,000",Zero Down Payment
587,Hyundai Verna,Hyundai,1.6 VTVT SX O,2018,Manual,"34,301",1st,PetrolKA-01,"₹19,700/month","₹10,35,000","₹20,234/month"
588,Honda City,Honda,V MT PETROL,2015,Manual,"57,094",1st,PetrolKA-03,"₹12,844/month","₹6,57,000",Zero Down Payment
589,Maruti Swift,Maruti,ZXI,2018,Manual,"29,767",1st,PetrolKA-02,"₹14,252/month","₹7,29,000",Zero Down Payment
590,Tata NEXON,Tata,XZA + 1.2 PETROL A/T,2018,Automatic,"26,317",2nd,PetrolKA-05,"₹18,615/month","₹9,78,000","₹19,120/month"
591,Maruti IGNIS,Maruti,DELTA 1.2,2020,Manual,"36,231",1st,PetrolKA-04,"₹12,649/month","₹6,47,000",Zero Down Payment
592,Skoda SLAVIA,Skoda,STYLE 1.0 TSI AT,2022,Automatic,"22,496",1st,PetrolKA-09,"₹30,302/month","₹15,92,000","₹31,124/month"
593,KIA SELTOS,KIA,GTX PLUS 1.4 PETROL,2019,Manual,"20,986",1st,PetrolKA-53,"₹29,465/month","₹15,48,000","₹30,264/month"
594,Maruti CIAZ,Maruti,ZXI,2016,Manual,"27,972",1st,PetrolKA-51,"₹14,526/month","₹7,43,000",Zero Down Payment
595,Maruti Swift,Maruti,VXI,2014,Manual,"82,824",2nd,PetrolKA-05,"₹9,325/month","₹4,77,000",Zero Down Payment
596,Honda City,Honda,1.5L I-VTEC ZX,2022,Manual,"10,563",1st,PetrolKA-28,"₹29,446/month","₹15,47,000","₹30,244/month"
597,Tata Harrier,Tata,XZ 2.0L Kryotec,2019,Manual,"36,857",2nd,DieselKA-03,"₹29,351/month","₹15,42,000","₹30,146/month"
598,Hyundai Grand i10,Hyundai,STA 1.2 KAPPA VTVT,2015,Manual,"58,742",2nd,PetrolKA-05,"₹9,189/month","₹4,70,000",Zero Down Payment
599,Hyundai VENUE,Hyundai,SX (O) 1.5 CRDI,2020,Manual,"43,055",2nd,DieselKA-05,"₹22,251/month","₹11,69,000","₹22,854/month"
600,Renault Kwid,Renault,CLIMBER 1.0 AT,2018,Automatic,"55,801",1st,PetrolKA-51,"₹9,071/month","₹4,64,000",Zero Down Payment
601,Maruti S Cross,Maruti,LPHA AT1.5,2020,Automatic,"25,099",1st,PetrolKA-04,"₹21,870/month","₹11,49,000","₹22,463/month"
602,Maruti Dzire,Maruti,VXI AMT,2019,Automatic,"23,804",2nd,PetrolKA-01,"₹13,490/month","₹6,90,000",Zero Down Payment
603,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT,2016,Manual,"43,387",1st,PetrolKA-03,"₹9,795/month","₹5,01,000",Zero Down Payment
604,Maruti Swift,Maruti,VXI AMT,2018,Automatic,"16,567",1st,PetrolKA-01,"₹14,076/month","₹7,20,000",Zero Down Payment
605,Maruti Ciaz,Maruti,ZXI,2016,Manual,"60,318",2nd,PetrolKA-50,"₹12,571/month","₹6,43,000",Zero Down Payment
606,Honda City,Honda,V MT PETROL,2016,Manual,"38,706",1st,PetrolKA-03,"₹15,190/month","₹7,77,000",Zero Down Payment
607,Tata ALTROZ,Tata,XZ PETROL,2021,Manual,"15,211",1st,PetrolKA-51,"₹16,179/month","₹8,50,000","₹16,618/month"
608,Hyundai GRAND I10 NIOS,Hyundai,SPORTZ 1.2 KAPPA VTVT,2020,Manual,"28,593",1st,PetrolKA-19,"₹13,333/month","₹6,82,000",Zero Down Payment
609,Honda City,Honda,SV MT PETROL,2015,Manual,"96,488",2nd,PetrolKA-12,"₹10,635/month","₹5,44,000",Zero Down Payment
610,Renault Kwid,Renault,RXT 1.0 EASY-R  AT,2018,Automatic,"34,290",1st,PetrolKA-02,"₹9,247/month","₹4,73,000",Zero Down Payment
611,Renault Kwid,Renault,RXT 1.0 AMT (O),2020,Automatic,"19,204",1st,PetrolKA-25,"₹10,714/month","₹5,48,000",Zero Down Payment
612,Maruti Dzire,Maruti,ZXI Plus AMT,2017,Automatic,"93,533",1st,PetrolKA-03,"₹12,258/month","₹6,27,000",Zero Down Payment
613,Maruti Dzire,Maruti,VDI AMT,2017,Automatic,"60,341",2nd,DieselKA-05,"₹14,428/month","₹7,38,000",Zero Down Payment
614,Renault Kwid,Renault,CLIMBER MT 1.0,2022,Manual,"13,367",1st,PetrolKA-13,"₹11,711/month","₹5,99,000",Zero Down Payment
615,KIA SELTOS,KIA,GTX + AT PETROL,2019,Automatic,"20,453",1st,PetrolKA-51,"₹32,777/month","₹17,22,000","₹33,665/month"
616,Maruti Celerio X,Maruti,ZXI,2018,Manual,"25,642",1st,PetrolKA-53,"₹11,105/month","₹5,68,000",Zero Down Payment
617,Honda Jazz,Honda,1.2 BASE I VTEC,2010,Manual,"90,448",2nd,PetrolKA-51,"₹6,979/month","₹3,57,000",Zero Down Payment
618,Renault Kwid,Renault,1.0 RXL AT,2018,Automatic,"37,619",1st,PetrolKA-02,"₹8,328/month","₹4,26,000",Zero Down Payment
619,Skoda Rapid,Skoda,1.5 TDI MT AMBITION,2017,Manual,"48,820",2nd,DieselKA-52,"₹16,122/month","₹8,47,000","₹16,559/month"
620,Maruti Swift,Maruti,VXI,2013,Manual,"81,712",1st,PetrolKA-04,"₹10,049/month","₹5,14,000",Zero Down Payment
621,Maruti Swift,Maruti,VXI AMT,2019,Automatic,"15,962",1st,PetrolKA-01,"₹13,783/month","₹7,05,000",Zero Down Payment
622,Maruti Celerio,Maruti,VXI AMT (O),2018,Automatic,"46,534",1st,PetrolKA-04,"₹9,990/month","₹5,11,000",Zero Down Payment
623,Hyundai Eon,Hyundai,AGNA +,2016,Manual,"20,185",2nd,PetrolKA-51,"₹6,803/month","₹3,48,000",Zero Down Payment
624,Honda Jazz,Honda,1.2L I-VTEC VX CVT,2019,Automatic,"63,460",1st,PetrolKA-05,"₹17,854/month","₹9,38,000","₹18,338/month"
625,Hyundai Grand i10,Hyundai,SPORTZ AT 1.2 KAPPA VTVT,2014,Automatic,"60,199",2nd,PetrolKA-05,"₹9,267/month","₹4,74,000",Zero Down Payment
626,Maruti Swift,Maruti,VXI,2018,Manual,"27,683",1st,PetrolKA-02,"₹13,040/month","₹6,67,000",Zero Down Payment
627,Hyundai Grand i10,Hyundai,STA (O) 1.2 KAPPA VTVT,2016,Manual,"33,864",1st,PetrolKA-06,"₹10,694/month","₹5,47,000",Zero Down Payment
628,Renault Kiger,Renault,RXZ CVT 1.0 TURBO DUAL TONE,2021,Automatic,"14,608",1st,PetrolKA-04,"₹19,034/month","₹10,00,000","₹19,550/month"
629,Maruti Alto K10,Maruti,VXI,2011,Manual,"58,552",1st,PetrolKA-05,"₹5,048/month","₹2,58,200",Zero Down Payment
630,Renault Kwid,Renault,CLIMBER 1.0 AT,2018,Automatic,"16,165",2nd,PetrolKA-01,"₹9,267/month","₹4,74,000",Zero Down Payment
631,Renault Duster,Renault,RXS CVT 106 PS,2017,Automatic,"24,130",2nd,PetrolKA-05,"₹15,646/month","₹8,22,000","₹16,070/month"
632,Maruti IGNIS,Maruti,LPHA 1.2 AMT,2018,Automatic,"27,921",1st,PetrolKA-51,"₹14,135/month","₹7,23,000",Zero Down Payment
633,Maruti Wagon R 1.0,Maruti,VXI,2017,Manual,"44,172",2nd,PetrolKA-50,"₹8,289/month","₹4,24,000",Zero Down Payment
634,Honda City,Honda,1.5L I-VTEC VX CVT,2018,Automatic,"80,079",2nd,PetrolKA-03,"₹18,768/month","₹9,86,000","₹19,276/month"
635,KIA SELTOS,KIA,GTX+ 1.4 MT,2019,Manual,"35,357",1st,PetrolKA-04,"₹27,105/month","₹14,24,000","₹27,839/month"
636,Renault Kwid,Renault,CLIMBER 1.0 AMT (O),2020,Automatic,"21,275",1st,PetrolKA-51,"₹10,283/month","₹5,26,000",Zero Down Payment
637,Tata Tiago,Tata,XZ PETROL,2018,Manual,"95,373",1st,PetrolKA-41,"₹10,655/month","₹5,45,000",Zero Down Payment
638,Renault Duster,Renault,RXZ AMT 110 PS,2016,Automatic,"96,060",1st,DieselKA-01,"₹17,074/month","₹8,97,000","₹17,537/month"
639,Renault Duster,Renault,RXZ AMT 110 PS,2016,Automatic,"56,003",2nd,DieselKA-01,"₹16,312/month","₹8,57,000","₹16,755/month"
640,Maruti S Cross,Maruti,LPHA 1.5 SMART HYBRID,2020,Manual,"13,516",1st,PetrolKA-41,"₹21,242/month","₹11,16,000","₹21,818/month"
641,Maruti Wagon R 1.0,Maruti,VXI,2015,Manual,"78,722",1st,PetrolKA-53,"₹7,566/month","₹3,87,000",Zero Down Payment
642,Hyundai i10,Hyundai,SPORTZ 1.1,2015,Manual,"77,569",1st,PetrolKA-41,"₹8,289/month","₹4,24,000",Zero Down Payment
643,KIA SELTOS,KIA,GTX AT 1.4 PETROL,2019,Automatic,"12,847",1st,PetrolKA-05,"₹29,788/month","₹15,65,000","₹30,596/month"
644,Maruti Swift,Maruti,VXI AMT,2019,Automatic,"48,168",1st,PetrolKA-51,"₹14,350/month","₹7,34,000",Zero Down Payment
645,Renault Kwid,Renault,1.0 CLIMBER OPT,2021,Manual,"11,389",1st,PetrolKA-04,"₹11,320/month","₹5,79,000",Zero Down Payment
646,Volkswagen Vento,Volkswagen,1.2 TSI HIGHLINE PLUS AT,2018,Automatic,"56,224",1st,PetrolKA-05,"₹17,226/month","₹9,05,000","₹17,693/month"
647,Renault Duster,Renault,RXZ,2020,Manual,"20,743",1st,PetrolKA-05,"₹19,415/month","₹10,20,000","₹19,941/month"
648,Toyota YARIS,Toyota,J MT,2020,Manual,"16,633",1st,PetrolKA-02,"₹17,607/month","₹9,25,000","₹18,084/month"
649,Hyundai Eon,Hyundai,ERA,2012,Manual,"71,121",1st,PetrolKA-51,"₹5,005/month","₹2,56,000",Zero Down Payment
650,Maruti S CROSS,Maruti,ZETA 1.3,2016,Manual,"94,756",1st,DieselKA-04,"₹15,327/month","₹7,84,000",Zero Down Payment
651,Maruti Alto,Maruti,LXI,2012,Manual,"1,00,100",1st,PetrolKA-05,"₹5,103/month","₹2,61,000",Zero Down Payment
652,Volkswagen Vento,Volkswagen,HIGHLINE TDI AT,2015,Automatic,"74,822",1st,DieselKA-04,"₹14,584/month","₹7,46,000",Zero Down Payment
653,Mahindra MARAZZO,Mahindra,8 7 STR,2018,Manual,"76,574",1st,DieselKA-41,"₹23,222/month","₹12,20,000","₹23,851/month"
654,Maruti CIAZ,Maruti,LPHA  AT 1.5 SHVS PETROL,2019,Automatic,"42,471",1st,PetrolKA-51,"₹19,396/month","₹10,19,000","₹19,922/month"
655,Maruti SWIFT DZIRE,Maruti,VXI,2012,Manual,"45,237",2nd,PetrolKA-04,"₹9,404/month","₹4,81,000",Zero Down Payment
656,Renault Kwid,Renault,CLIMBER 1.0 (O),2021,Manual,"16,476",1st,PetrolKA-51,"₹10,899/month","₹5,57,500",Zero Down Payment
657,Maruti Baleno,Maruti,DELTA CVT PETROL 1.2,2017,Automatic,"51,565",2nd,PetrolKA-02,"₹13,744/month","₹7,03,000",Zero Down Payment
658,Maruti Swift,Maruti,VXI AMT,2018,Automatic,"22,239",1st,PetrolKA-01,"₹14,135/month","₹7,23,000",Zero Down Payment
659,Renault Kwid,Renault,1.0 CLIMBER OPT,2021,Manual,"7,998",1st,PetrolKA-04,"₹11,378/month","₹5,82,000",Zero Down Payment
660,HYUNDAI VENUE,HYUNDAI,SX 1.0 TURBO,2020,Manual,"41,894",1st,PetrolKA-20,"₹19,510/month","₹10,25,000","₹20,039/month"
661,Ford Ecosport,Ford,1.5 TITANIUM TI VCT AT,2016,Automatic,"56,368",1st,PetrolKA-03,"₹14,897/month","₹7,62,000",Zero Down Payment
662,MAHINDRA XUV500,MAHINDRA,W11 AT,2018,Automatic,"51,855",1st,DieselKA-01,"₹32,529/month","₹17,09,000","₹33,411/month"
663,Tata NEXON,Tata,XM PETROL,2018,Manual,"21,910",1st,PetrolKA-01,"₹15,445/month","₹7,90,000",Zero Down Payment
664,Renault Duster,Renault,RXZ,2021,Manual,"7,166",1st,PetrolKA-03,"₹21,642/month","₹11,37,000","₹22,229/month"
665,Renault Kiger,Renault,RXZ 1.0 TURBO MT,2021,Manual,"16,264",1st,PetrolKA-04,"₹17,169/month","₹9,02,000","₹17,634/month"
666,Maruti Celerio,Maruti,VXI AMT (O),2018,Automatic,"58,870",1st,PetrolKA-19,"₹9,971/month","₹5,10,000",Zero Down Payment
667,Mahindra XUV 3OO,Mahindra,W8 (O) 1.2 PETROL AMT,2021,Automatic,"13,747",1st,PetrolKA-03,"₹24,192/month","₹12,71,000","₹24,848/month"
668,Maruti Alto 800,Maruti,LXI,2015,Manual,"59,134",1st,PetrolKA-08,"₹5,611/month","₹2,87,000",Zero Down Payment
669,Honda City,Honda,1.5L I-VTEC VX CVT,2021,Automatic,"20,630",1st,PetrolKA-53,"₹26,933/month","₹14,15,000","₹27,664/month"
670,Renault Kiger,Renault,RXZ 1.0 TURBO MT,2021,Manual,"11,392",1st,PetrolKA-04,"₹16,883/month","₹8,87,000","₹17,341/month"
671,Honda Jazz,Honda,1.2L I-VTEC VX CVT,2019,Automatic,"47,033",2nd,PetrolKA-50,"₹15,817/month","₹8,31,000","₹16,246/month"
672,Honda City,Honda,1.5L I-VTEC V MT,2015,Manual,"93,258",1st,PetrolKA-04,"₹12,375/month","₹6,33,000",Zero Down Payment
673,Maruti RITZ,Maruti,VXI,2013,Manual,"75,514",1st,PetrolKA-04,"₹7,331/month","₹3,75,000",Zero Down Payment
674,Maruti IGNIS,Maruti,LPHA 1.2,2018,Manual,"36,714",1st,PetrolKA-04,"₹12,062/month","₹6,17,000",Zero Down Payment
675,HONDA CITY,HONDA,VX MT PETROL,2015,Manual,"61,656",2nd,PetrolKA-04,"₹13,978/month","₹7,15,000",Zero Down Payment
676,Maruti Swift,Maruti,VXI,2013,Manual,"71,511",2nd,PetrolKA-01,"₹9,462/month","₹4,84,000",Zero Down Payment
677,Renault Kiger,Renault,RXZ TURBO CVT,2021,Automatic,"7,598",1st,PetrolKA-03,"₹21,128/month","₹11,10,000","₹21,701/month"
678,Toyota YARIS,Toyota,V MT,2018,Manual,"18,329",2nd,PetrolKA-04,"₹17,340/month","₹9,11,000","₹17,810/month"
679,TOYOTA YARIS,TOYOTA,G MT,2021,Manual,"17,875",2nd,PetrolKA-42,"₹20,443/month","₹10,74,000","₹20,997/month"
680,Ford New Figo,Ford,TITANIUM 1.2 PETROL MT,2019,Manual,"8,864",1st,PetrolKA-01,"₹12,473/month","₹6,38,000",Zero Down Payment
681,Maruti ALTO,Maruti,LXI,2012,Manual,"30,627",1st,PetrolKA-05,"₹5,103/month","₹2,61,000",Zero Down Payment
682,Maruti Celerio,Maruti,ZXI AMT (O),2017,Automatic,"43,933",1st,PetrolKA-05,"₹10,283/month","₹5,26,000",Zero Down Payment
683,RENAULT CAPTUR,RENAULT,PLATINE PETROL DUAL TONE,2019,Manual,"26,583",1st,PetrolKA-03,"₹18,139/month","₹9,53,000","₹18,631/month"
684,Volkswagen TAIGUN,Volkswagen,TOPLINE 1.0 TSI MT,2022,Manual,"15,119",1st,PetrolKA-35,"₹30,359/month","₹15,95,000","₹31,183/month"
685,Maruti Baleno,Maruti,LPHA CVT PETROL 1.2,2017,Automatic,"33,324",1st,PetrolKA-04,"₹15,874/month","₹8,34,000","₹16,305/month"
686,Toyota YARIS,Toyota,G CVT,2021,Automatic,"8,601",1st,PetrolKA-42,"₹20,290/month","₹10,66,000","₹20,841/month"
687,Hyundai Grand i10,Hyundai,SPORTZ O 1.2,2017,Manual,"51,785",2nd,PetrolKA-03,"₹10,323/month","₹5,28,000",Zero Down Payment
688,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT,2015,Manual,"53,689",1st,PetrolKA-03,"₹9,032/month","₹4,62,000",Zero Down Payment
689,HYUNDAI VERNA,HYUNDAI,SX (O) 1.5 VTVT IVT,2021,Automatic,"5,473",1st,PetrolKA-04,"₹28,018/month","₹14,72,000","₹28,778/month"
690,Honda City,Honda,V MT PETROL,2018,Manual,"26,502",2nd,PetrolKA-04,"₹16,636/month","₹8,74,000","₹17,087/month"
691,Maruti Alto K10,Maruti,VXI,2014,Manual,"97,411",1st,PetrolKA-02,"₹6,178/month","₹3,16,000",Zero Down Payment
692,Maruti Swift,Maruti,LXI,2012,Manual,"74,268",1st,PetrolKA-51,"₹8,113/month","₹4,15,000",Zero Down Payment
693,Maruti Swift,Maruti,VXI,2018,Manual,"21,175",1st,PetrolKA-05,"₹13,216/month","₹6,76,000",Zero Down Payment
694,Honda Jazz,Honda,1.2L I-VTEC V,2017,Manual,"53,548",1st,PetrolKA-04,"₹11,945/month","₹6,11,000",Zero Down Payment
695,HYUNDAI CRETA,HYUNDAI,SX PLUS 1.6 PETROL,2017,Manual,"54,362",2nd,PetrolKA-01,"₹18,444/month","₹9,69,000","₹18,944/month"
696,HONDA AMAZE,HONDA,1.2L I-VTEC VX CVT,2019,Automatic,"45,560",1st,PetrolKA-03,"₹16,978/month","₹8,92,000","₹17,439/month"
697,Maruti Vitara Brezza,Maruti,ZXI,2021,Manual,"18,348",1st,PetrolKA-03,"₹18,825/month","₹9,89,000","₹19,335/month"
698,Hyundai i20,Hyundai,STA 1.2,2014,Manual,"54,543",2nd,PetrolKA-01,"₹10,479/month","₹5,36,000",Zero Down Payment
699,Renault Kwid,Renault,CLIMBER 1.0 AT,2018,Automatic,"25,316",2nd,PetrolKA-50,"₹8,739/month","₹4,47,000",Zero Down Payment
700,Maruti Alto 800,Maruti,LXI,2016,Manual,"26,717",2nd,PetrolKA-01,"₹5,943/month","₹3,04,000",Zero Down Payment
701,Maruti Wagon R 1.0,Maruti,LXI,2012,Manual,"67,507",1st,PetrolKA-51,"₹6,647/month","₹3,40,000",Zero Down Payment
702,Hyundai Verna,Hyundai,1.6 VTVT SX (O) AT,2017,Automatic,"77,112",1st,PetrolKA-51,"₹17,854/month","₹9,38,000","₹18,338/month"
703,Maruti Swift,Maruti,ZXI AMT,2018,Automatic,"63,025",1st,PetrolKA-01,"₹14,526/month","₹7,43,000",Zero Down Payment
704,Tata PUNCH,Tata,CREATIVE  AMT,2022,Automatic,"2,276",1st,PetrolKA-05,"₹20,119/month","₹10,57,000","₹20,665/month"
705,KIA SELTOS,KIA,GTX 1.4 GDI AT PETROL,2019,Automatic,"55,105",1st,PetrolKA-05,"₹28,589/month","₹15,02,000","₹29,364/month"
706,Hyundai NEW SANTRO,Hyundai,ERA EXECUTIVE,2019,Manual,"18,088",1st,PetrolKA-51,"₹9,716/month","₹4,97,000",Zero Down Payment
707,Honda City,Honda,V MT PETROL,2015,Manual,"61,965",2nd,PetrolKA-05,"₹13,060/month","₹6,68,000",Zero Down Payment
708,Maruti Swift,Maruti,VXI AMT,2018,Automatic,"15,195",1st,PetrolKA-03,"₹13,939/month","₹7,13,000",Zero Down Payment
709,Toyota Etios Liva,Toyota,G SP,2012,Manual,"46,443",2nd,PetrolKA-01,"₹8,758/month","₹4,48,000",Zero Down Payment
710,Ford FREESTYLE,Ford,TITANIUM PLUS 1.5 DIESEL,2018,Manual,"85,867",1st,DieselKA-32,"₹12,102/month","₹6,19,000",Zero Down Payment
711,Ford Ecosport,Ford,1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),2018,Manual,"24,567",2nd,PetrolKA-51,"₹19,148/month","₹10,06,000","₹19,667/month"
712,Renault Duster,Renault,RXZ AMT 110 PS,2016,Automatic,"65,138",1st,DieselKA-04,"₹17,340/month","₹9,11,000","₹17,810/month"
713,Maruti Celerio,Maruti,VXI (O) AMT,2016,Automatic,"40,547",1st,PetrolKA-05,"₹9,384/month","₹4,80,000",Zero Down Payment
714,Honda City,Honda,1.5L I-VTEC VX CVT,2017,Automatic,"40,753",1st,PetrolKA-01,"₹20,481/month","₹10,76,000","₹21,036/month"
715,Hyundai i10,Hyundai,SPORTZ 1.2,2012,Manual,"48,335",2nd,PetrolKA-01,"₹6,237/month","₹3,19,000",Zero Down Payment
716,Hyundai Xcent,Hyundai,SX 1.2,2018,Manual,"38,601",2nd,PetrolKA-03,"₹12,062/month","₹6,17,000",Zero Down Payment
717,TATA NEXON,TATA,XZA PLUS DIESEL,2018,Automatic,"29,919",1st,DieselKA-01,"₹19,358/month","₹10,17,000","₹19,883/month"
718,Maruti IGNIS,Maruti,ZETA 1.2,2020,Manual,"56,218",1st,PetrolKA-51,"₹12,766/month","₹6,53,000",Zero Down Payment
719,Honda Jazz,Honda,1.2L I-VTEC VX CVT,2019,Automatic,"32,790",2nd,PetrolKA-05,"₹18,044/month","₹9,48,000","₹18,534/month"
720,Maruti Alto 800,Maruti,LXI,2013,Manual,"28,596",1st,PetrolKA-14,"₹5,630/month","₹2,88,000",Zero Down Payment
721,Hyundai Elite i20,Hyundai,STA 1.2,2017,Manual,"29,591",1st,PetrolKA-41,"₹14,839/month","₹7,59,000",Zero Down Payment
722,Maruti Alto K10,Maruti,VXI,2014,Manual,"21,396",1st,PetrolKA-04,"₹6,745/month","₹3,45,000",Zero Down Payment
723,Tata ALTROZ,Tata,XZ PETROL,2021,Manual,"9,644",2nd,PetrolKA-03,"₹15,874/month","₹8,34,000","₹16,305/month"
724,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT,2015,Manual,"44,475",2nd,PetrolKA-05,"₹9,286/month","₹4,75,000",Zero Down Payment
725,Renault Duster,Renault,RXS CVT 106 PS,2017,Automatic,"63,987",1st,PetrolKA-53,"₹16,027/month","₹8,42,000","₹16,461/month"
726,Mahindra TUV300,Mahindra,T8,2016,Manual,"81,272",1st,DieselKA-51,"₹14,839/month","₹7,59,000",Zero Down Payment
727,Maruti IGNIS,Maruti,DELTA 1.2 AMT,2017,Automatic,"55,348",2nd,PetrolKA-03,"₹11,632/month","₹5,95,000",Zero Down Payment
728,HYUNDAI ELITE I20,HYUNDAI,AGNA 1.4 AT,2017,Automatic,"17,292",1st,PetrolKA-05,"₹15,418/month","₹8,10,000","₹15,836/month"
729,Hyundai AURA,Hyundai,S 1.2,2022,Manual,"9,309",1st,PetrolKA-30,"₹14,799/month","₹7,57,000",Zero Down Payment
730,Maruti Swift,Maruti,VXI,2014,Manual,"33,175",1st,PetrolKA-05,"₹10,283/month","₹5,26,000",Zero Down Payment
731,Maruti Swift,Maruti,VXI,2012,Manual,"23,815",1st,PetrolKA-02,"₹9,951/month","₹5,09,000",Zero Down Payment
732,Hyundai VENUE,Hyundai,S 1.0 TURBO MT,2020,Manual,"8,881",1st,PetrolKA-03,"₹17,721/month","₹9,31,000","₹18,201/month"
